(0.7835051546391752, 0.3333333333333333, 0.6666666666666666, 0.21649484536082475)
(0.776595744680851, 1.0, 0.0, 0.22340425531914893)
(0.93, 0, 0, 0.07)
(0.7659574468085106, 1.0, 0.0, 0.23404255319148937)
(0.92, 0, 0, 0.08)
(0.89, 0, 0, 0.11)
(0.49, 0, 0, 0.51)
(0.32323232323232326, 1.0, 0.0, 0.6767676767676768)
(0.81, 0, 0, 0.19)
(0.68, 0, 0, 0.32)
(0.88, 0, 0, 0.12)
(0.5670103092783505, 1.0, 0.0, 0.4329896907216495)
(0.71, 0, 0, 0.29)
(0.7142857142857143, 1.0, 0.0, 0.2857142857142857)
(0.45, 0, 0, 0.55)
(0.8202247191011236, 1.0, 0.0, 0.1797752808988764)
(0.29, 0, 0, 0.71)
(0.8987341772151899, 0.9523809523809523, 0.047619047619047616, 0.10126582278481013)
(0.15555555555555556, 0.5, 0.5, 0.8444444444444444)
(1.0, 1.0, 0.0, 0.0)
(0, 0, 0, 0)
(0.8631578947368421, 1.0, 0.0, 0.1368421052631579)
(0.4787234042553192, 0.8333333333333334, 0.16666666666666666, 0.5212765957446809)
(0.79, 0, 0, 0.21)
(0.66, 0, 0, 0.34)
(0.9690721649484536, 1.0, 0.0, 0.030927835051546393)
(0.7582417582417582, 0.7777777777777778, 0.2222222222222222, 0.24175824175824176)
(0.86, 0, 0, 0.14)
(0.69, 0, 0, 0.31)
(0.98, 0, 0, 0.02)
(0.735632183908046, 0.8461538461538461, 0.15384615384615385, 0.26436781609195403)
(0.8404255319148937, 1.0, 0.0, 0.1595744680851064)
(0.5714285714285714, 0.875, 0.125, 0.42857142857142855)
(0.5632183908045977, 1.0, 0.0, 0.4367816091954023)
(0.52, 0, 0, 0.48)
(0.5824175824175825, 1.0, 0.0, 0.4175824175824176)
(0.6938775510204082, 0.5, 0.5, 0.30612244897959184)
(0.6, 1.0, 0.0, 0.4)
(0.9479166666666666, 1.0, 0.0, 0.052083333333333336)
(0.5151515151515151, 1.0, 0.0, 0.48484848484848486)
(0.2127659574468085, 0.16666666666666666, 0.8333333333333334, 0.7872340425531915)
(0.49, 0, 0, 0.51)
(0.7631578947368421, 0.9583333333333334, 0.041666666666666664, 0.23684210526315788)
(0.6938775510204082, 0.5, 0.5, 0.30612244897959184)
(0.76, 0, 0, 0.24)
(0.98989898989899, 1.0, 0.0, 0.010101010101010102)
(0.9, 0, 0, 0.1)
(0.85, 0, 0, 0.15)
(0.8409090909090909, 0.8333333333333334, 0.16666666666666666, 0.1590909090909091)
(0.94, 0, 0, 0.06)
